DATE,SECTOR,SALES (SEASONAL ADJ)
2019-06-01,Clothing and Clothing Access. Stores,22167
2019-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6799
2019-06-01,General Merchandise Stores,59459
2019-06-01,Miscellaneous Store Retailers,10986
2019-06-01,Nonstore Retailers,62748
2019-06-01,Food Services and Drinking Places,64702
2019-07-01,Motor Vehicle and Parts Dealers,103345
2019-07-01,Furniture and Home Furnishings Stores,10139
2019-07-01,Electronics and Appliance Stores,7682
2019-07-01,Building Mat. and Garden Equip. and Supplies Dealers,31160
2019-07-01,Food and Beverage Stores,65549
2019-07-01,Health and Personal Care Stores,28665
2019-07-01,Gasoline Stations,42850
2019-07-01,Clothing and Clothing Access. Stores,22569
2019-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6680
2019-07-01,General Merchandise Stores,60437
2019-07-01,Miscellaneous Store Retailers,10845
2019-07-01,Nonstore Retailers,63746
2019-07-01,Food Services and Drinking Places,65003
2019-08-01,Motor Vehicle and Parts Dealers,105732
2019-08-01,Furniture and Home Furnishings Stores,10134
2019-08-01,Electronics and Appliance Stores,7586
2019-08-01,Building Mat. and Garden Equip. and Supplies Dealers,31675
2019-08-01,Food and Beverage Stores,65324
2019-08-01,Health and Personal Care Stores,28580
2019-08-01,Gasoline Stations,42735
2019-08-01,Clothing and Clothing Access. Stores,22615
2019-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6740
2019-08-01,General Merchandise Stores,60074
2019-08-01,Miscellaneous Store Retailers,11045
2019-08-01,Nonstore Retailers,63727
2019-08-01,Food Services and Drinking Places,65191
2019-09-01,Motor Vehicle and Parts Dealers,103485
2019-09-01,Furniture and Home Furnishings Stores,10253
2019-09-01,Electronics and Appliance Stores,7633
2019-09-01,Building Mat. and Garden Equip. and Supplies Dealers,31213
2019-09-01,Food and Beverage Stores,64832
2019-09-01,Health and Personal Care Stores,28600
2019-09-01,Gasoline Stations,42589
2019-09-01,Clothing and Clothing Access. Stores,22376
2019-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6698
2019-09-01,General Merchandise Stores,59377
2019-09-01,Miscellaneous Store Retailers,10997
2019-09-01,Nonstore Retailers,63995
2019-09-01,Food Services and Drinking Places,65707
2019-10-01,Motor Vehicle and Parts Dealers,103340
2019-10-01,Furniture and Home Furnishings Stores,10136
2019-10-01,Electronics and Appliance Stores,7444
2019-10-01,Building Mat. and Garden Equip. and Supplies Dealers,31212
2019-10-01,Food and Beverage Stores,64933
2019-10-01,Health and Personal Care Stores,28809
2019-10-01,Gasoline Stations,43254
2019-10-01,Clothing and Clothing Access. Stores,22417
2019-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6742
2019-10-01,General Merchandise Stores,59662
2019-10-01,Miscellaneous Store Retailers,11156
2019-10-01,Nonstore Retailers,64346
2019-10-01,Food Services and Drinking Places,66068
2019-11-01,Motor Vehicle and Parts Dealers,105719
2019-11-01,Furniture and Home Furnishings Stores,10203
2019-11-01,Electronics and Appliance Stores,7505
2019-11-01,Building Mat. and Garden Equip. and Supplies Dealers,31251
2019-11-01,Food and Beverage Stores,64963
2019-11-01,Health and Personal Care Stores,28576
2019-11-01,Gasoline Stations,43246
2019-11-01,Clothing and Clothing Access. Stores,22184
2019-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6532
2019-11-01,General Merchandise Stores,60033
2019-11-01,Miscellaneous Store Retailers,11255
2019-11-01,Nonstore Retailers,64466
2019-11-01,Food Services and Drinking Places,65841
2019-12-01,Motor Vehicle and Parts Dealers,103750
2019-12-01,Furniture and Home Furnishings Stores,10034
2019-12-01,Electronics and Appliance Stores,7564
2019-12-01,Building Mat. and Garden Equip. and Supplies Dealers,31690
2019-12-01,Food and Beverage Stores,65455
2019-12-01,Health and Personal Care Stores,28267
2019-12-01,Gasoline Stations,44459
2019-12-01,Clothing and Clothing Access. Stores,23230
2019-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6720
2019-12-01,General Merchandise Stores,60632
2019-12-01,Miscellaneous Store Retailers,11096
2019-12-01,Nonstore Retailers,66026
2019-12-01,Food Services and Drinking Places,66980
2020-01-01,Motor Vehicle and Parts Dealers,102930
2020-01-01,Furniture and Home Furnishings Stores,10406
2020-01-01,Electronics and Appliance Stores,7514
2020-01-01,Building Mat. and Garden Equip. and Supplies Dealers,32196
2020-01-01,Food and Beverage Stores,64768
2020-01-01,Health and Personal Care Stores,28983
2020-01-01,Gasoline Stations,43351
2020-01-01,Clothing and Clothing Access. Stores,23009
2020-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6702
2020-01-01,General Merchandise Stores,60118
2020-01-01,Miscellaneous Store Retailers,11463
2020-01-01,Nonstore Retailers,64673
2020-01-01,Food Services and Drinking Places,67950
2020-02-01,Motor Vehicle and Parts Dealers,103495
2020-02-01,Furniture and Home Furnishings Stores,10257
2020-02-01,Electronics and Appliance Stores,7399
2020-02-01,Building Mat. and Garden Equip. and Supplies Dealers,32331
2020-02-01,Food and Beverage Stores,64872
2020-02-01,Health and Personal Care Stores,29290
2020-02-01,Gasoline Stations,42010
2020-02-01,Clothing and Clothing Access. Stores,22735
2020-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6635
2020-02-01,General Merchandise Stores,60618
2020-02-01,Miscellaneous Store Retailers,11324
2020-02-01,Nonstore Retailers,66932
2020-02-01,Food Services and Drinking Places,68276
2020-03-01,Motor Vehicle and Parts Dealers,76157
2020-03-01,Furniture and Home Furnishings Stores,7981
2020-03-01,Electronics and Appliance Stores,6063
2020-03-01,Building Mat. and Garden Equip. and Supplies Dealers,32213
2020-03-01,Food and Beverage Stores,81800
2020-03-01,Health and Personal Care Stores,30733
2020-03-01,Gasoline Stations,34537
2020-03-01,Clothing and Clothing Access. Stores,11477
2020-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",5482
2020-03-01,General Merchandise Stores,64302
2020-03-01,Miscellaneous Store Retailers,9784
2020-03-01,Nonstore Retailers,71863
2020-03-01,Food Services and Drinking Places,47758
2020-04-01,Motor Vehicle and Parts Dealers,66241
2020-04-01,Furniture and Home Furnishings Stores,3959
2020-04-01,Electronics and Appliance Stores,3487
2020-04-01,Building Mat. and Garden Equip. and Supplies Dealers,31885
2020-04-01,Food and Beverage Stores,71138
2020-04-01,Health and Personal Care Stores,26103
2020-04-01,Gasoline Stations,26068
2020-04-01,Clothing and Clothing Access. Stores,2866
2020-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",3693
2020-04-01,General Merchandise Stores,56625
2020-04-01,Miscellaneous Store Retailers,7179
2020-04-01,Nonstore Retailers,76674
2020-04-01,Food Services and Drinking Places,31107
2020-05-01,Motor Vehicle and Parts Dealers,97963
2020-05-01,Furniture and Home Furnishings Stores,7095
2020-05-01,Electronics and Appliance Stores,4222
2020-05-01,Building Mat. and Garden Equip. and Supplies Dealers,36135
2020-05-01,Food and Beverage Stores,72476
2020-05-01,Health and Personal Care Stores,26413
2020-05-01,Gasoline Stations,29535
2020-05-01,Clothing and Clothing Access. Stores,8288
2020-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6455
2020-05-01,General Merchandise Stores,60494
2020-05-01,Miscellaneous Store Retailers,8550
2020-05-01,Nonstore Retailers,84419
2020-05-01,Food Services and Drinking Places,41021
2020-06-01,Motor Vehicle and Parts Dealers,106961
2020-06-01,Furniture and Home Furnishings Stores,9860
2020-06-01,Electronics and Appliance Stores,5971
2020-06-01,Building Mat. and Garden Equip. and Supplies Dealers,36238
2020-06-01,Food and Beverage Stores,71208
2020-06-01,Health and Personal Care Stores,28579
2020-06-01,Gasoline Stations,33677
2020-06-01,Clothing and Clothing Access. Stores,17139
2020-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",8244
2020-06-01,General Merchandise Stores,61107
2020-06-01,Miscellaneous Store Retailers,10512
2020-06-01,Nonstore Retailers,82753
2020-06-01,Food Services and Drinking Places,52844
2020-07-01,Motor Vehicle and Parts Dealers,105832
2020-07-01,Furniture and Home Furnishings Stores,10126
2020-07-01,Electronics and Appliance Stores,6877
2020-07-01,Building Mat. and Garden Equip. and Supplies Dealers,36034
2020-07-01,Food and Beverage Stores,71444
2020-07-01,Health and Personal Care Stores,30173
2020-07-01,Gasoline Stations,35448
2020-07-01,Clothing and Clothing Access. Stores,17912
2020-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7889
2020-07-01,General Merchandise Stores,61181
2020-07-01,Miscellaneous Store Retailers,10997
2020-07-01,Nonstore Retailers,87256
2020-07-01,Food Services and Drinking Places,54918
2020-08-01,Motor Vehicle and Parts Dealers,107235
2020-08-01,Furniture and Home Furnishings Stores,10641
2020-08-01,Electronics and Appliance Stores,6875
2020-08-01,Building Mat. and Garden Equip. and Supplies Dealers,36741
2020-08-01,Food and Beverage Stores,70080
2020-08-01,Health and Personal Care Stores,29802
2020-08-01,Gasoline Stations,36194
2020-08-01,Clothing and Clothing Access. Stores,18400
2020-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7467
2020-08-01,General Merchandise Stores,59992
2020-08-01,Miscellaneous Store Retailers,11174
2020-08-01,Nonstore Retailers,87790
2020-08-01,Food Services and Drinking Places,57687
2020-09-01,Motor Vehicle and Parts Dealers,111028
2020-09-01,Furniture and Home Furnishings Stores,10747
2020-09-01,Electronics and Appliance Stores,6783
2020-09-01,Building Mat. and Garden Equip. and Supplies Dealers,36910
2020-09-01,Food and Beverage Stores,70053
2020-09-01,Health and Personal Care Stores,30274
2020-09-01,Gasoline Stations,36714
2020-09-01,Clothing and Clothing Access. Stores,20827
2020-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7855
2020-09-01,General Merchandise Stores,62289
2020-09-01,Miscellaneous Store Retailers,11198
2020-09-01,Nonstore Retailers,88022
2020-09-01,Food Services and Drinking Places,59171
2020-10-01,Motor Vehicle and Parts Dealers,110462
2020-10-01,Furniture and Home Furnishings Stores,10657
2020-10-01,Electronics and Appliance Stores,6991
2020-10-01,Building Mat. and Garden Equip. and Supplies Dealers,36498
2020-10-01,Food and Beverage Stores,69685
2020-10-01,Health and Personal Care Stores,30170
2020-10-01,Gasoline Stations,36926
2020-10-01,Clothing and Clothing Access. Stores,20303
2020-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7764
2020-10-01,General Merchandise Stores,61465
2020-10-01,Miscellaneous Store Retailers,11212
2020-10-01,Nonstore Retailers,88693
2020-10-01,Food Services and Drinking Places,59223
2020-11-01,Motor Vehicle and Parts Dealers,108927
2020-11-01,Furniture and Home Furnishings Stores,10472
2020-11-01,Electronics and Appliance Stores,6705
2020-11-01,Building Mat. and Garden Equip. and Supplies Dealers,36557
2020-11-01,Food and Beverage Stores,70464
2020-11-01,Health and Personal Care Stores,29698
2020-11-01,Gasoline Stations,36193
2020-11-01,Clothing and Clothing Access. Stores,19017
2020-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7664
2020-11-01,General Merchandise Stores,61442
2020-11-01,Miscellaneous Store Retailers,11229
2020-11-01,Nonstore Retailers,88465
2020-11-01,Food Services and Drinking Places,57001
2020-12-01,Motor Vehicle and Parts Dealers,111086
2020-12-01,Furniture and Home Furnishings Stores,10446
2020-12-01,Electronics and Appliance Stores,6478
2020-12-01,Building Mat. and Garden Equip. and Supplies Dealers,36528
2020-12-01,Food and Beverage Stores,69983
2020-12-01,Health and Personal Care Stores,29948
2020-12-01,Gasoline Stations,39293
2020-12-01,Clothing and Clothing Access. Stores,20007
2020-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7711
2020-12-01,General Merchandise Stores,60493
2020-12-01,Miscellaneous Store Retailers,11802
2020-12-01,Nonstore Retailers,85101
2020-12-01,Food Services and Drinking Places,54066
2021-01-01,Motor Vehicle and Parts Dealers,115032
2021-01-01,Furniture and Home Furnishings Stores,11855
2021-01-01,Electronics and Appliance Stores,7382
2021-01-01,Building Mat. and Garden Equip. and Supplies Dealers,38682
2021-01-01,Food and Beverage Stores,70921
2021-01-01,Health and Personal Care Stores,29977
2021-01-01,Gasoline Stations,41104
2021-01-01,Clothing and Clothing Access. Stores,21093
2021-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",8545
2021-01-01,General Merchandise Stores,65762
2021-01-01,Miscellaneous Store Retailers,11835
2021-01-01,Nonstore Retailers,91081
2021-01-01,Food Services and Drinking Places,59553
2021-02-01,Motor Vehicle and Parts Dealers,111776
2021-02-01,Furniture and Home Furnishings Stores,11243
2021-02-01,Electronics and Appliance Stores,7068
2021-02-01,Building Mat. and Garden Equip. and Supplies Dealers,36997
2021-02-01,Food and Beverage Stores,70969
2021-02-01,Health and Personal Care Stores,29740
2021-02-01,Gasoline Stations,42741
2021-02-01,Clothing and Clothing Access. Stores,19904
2021-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7830
2021-02-01,General Merchandise Stores,62783
2021-02-01,Miscellaneous Store Retailers,11602
2021-02-01,Nonstore Retailers,90997
2021-02-01,Food Services and Drinking Places,59036
2021-03-01,Motor Vehicle and Parts Dealers,131105
2021-03-01,Furniture and Home Furnishings Stores,12052
2021-03-01,Electronics and Appliance Stores,8019
2021-03-01,Building Mat. and Garden Equip. and Supplies Dealers,41753
2021-03-01,Food and Beverage Stores,71309
2021-03-01,Health and Personal Care Stores,32383
2021-03-01,Gasoline Stations,46146
2021-03-01,Clothing and Clothing Access. Stores,24019
2021-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",9513
2021-03-01,General Merchandise Stores,69549
2021-03-01,Miscellaneous Store Retailers,13170
2021-03-01,Nonstore Retailers,99351
2021-03-01,Food Services and Drinking Places,67362
2021-04-01,Motor Vehicle and Parts Dealers,133457
2021-04-01,Furniture and Home Furnishings Stores,12047
2021-04-01,Electronics and Appliance Stores,8153
2021-04-01,Building Mat. and Garden Equip. and Supplies Dealers,41661
2021-04-01,Food and Beverage Stores,71984
2021-04-01,Health and Personal Care Stores,32315
2021-04-01,Gasoline Stations,45900
2021-04-01,Clothing and Clothing Access. Stores,24070
2021-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",9367
2021-04-01,General Merchandise Stores,68499
2021-04-01,Miscellaneous Store Retailers,13291
2021-04-01,Nonstore Retailers,95121
2021-04-01,Food Services and Drinking Places,69899
2021-05-01,Motor Vehicle and Parts Dealers,131143
2021-05-01,Furniture and Home Furnishings Stores,11985
2021-05-01,Electronics and Appliance Stores,8074
2021-05-01,Building Mat. and Garden Equip. and Supplies Dealers,39836
2021-05-01,Food and Beverage Stores,72530
2021-05-01,Health and Personal Care Stores,31531
2021-05-01,Gasoline Stations,46209
2021-05-01,Clothing and Clothing Access. Stores,24789
2021-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",9095
2021-05-01,General Merchandise Stores,66475
2021-05-01,Miscellaneous Store Retailers,12482
2021-05-01,Nonstore Retailers,96292
2021-05-01,Food Services and Drinking Places,72480
2021-06-01,Motor Vehicle and Parts Dealers,127077
2021-06-01,Furniture and Home Furnishings Stores,11909
2021-06-01,Electronics and Appliance Stores,8540
2021-06-01,Building Mat. and Garden Equip. and Supplies Dealers,39249
2021-06-01,Food and Beverage Stores,73116
2021-06-01,Health and Personal Care Stores,32715
